umur,jenis_kelamin,pekerjaan,gaji,is_menikah,berat,tinggi,is_merokok,pendidikan,ever_stress
38,Laki-laki,PNS,6761873.163,1,51.58380158,187.9164361,1,S1,0
36,Laki-laki,Pegawai swasta,12488031.89,1,73.85233304,191.2534264,1,S1,1
24,Laki-laki,Freelance,13644180.8,1,50.07353696,167.5170205,0,S1,1
46,Laki-laki,PNS,7798954.5,1,49.6685956,162.3556143,,S1,1
40,Laki-laki,Pegawai swasta,7222759.713,1,48.32076989,141.806423,1,S1,1
36,Laki-laki,Pegawai swasta,7150704.093,1,62.19639314,185.5351325,0,S1,1
39,Perempuan,PNS,5465260.764,1,83.71605672,182.3038578,0,S1,1
47,Perempuan,PNS,22148227.07,1,74.97205889,171.1232568,1,SMP,1
40,Laki-laki,Pegawai swasta,6611407.268,1,63.63127189,173.6496523,0,S1,1
26,Laki-laki,PNS,7483549.747,1,48.77383091,161.3233418,0,SMA,1
59,Laki-laki,Pegawai swasta,9868007.38,1,56.95851296,163.2459892,0,S1,1
38,Laki-laki,Pegawai swasta,3496215.119,1,51.15566511,178.4182188,1,S1,1
33,Laki-laki,Freelance,7254360.7,1,49.52096863,144.9630334,1,SMA,1
38,Laki-laki,PNS,6915306.682,1,45.35352666,169.7272915,0,S1,1
25,Laki-laki,Freelance,12476975.5,1,67.73650096,169.5897844,1,S1,1
50,Laki-laki,Freelance,12129738.74,1,49.94384106,163.5304162,0,SMA,1
33,Laki-laki,Pegawai swasta,3692020.676,1,50.42966233,178.7772484,0,SMA,1
39,Perempuan,PNS,6677813.237,1,44.96653257,174.517734,0,S1,0
19,Laki-laki,PNS,13245243.55,0,45.48117699,175.7040367,1,SMA,1
38,Laki-laki,Pegawai swasta,15377104.79,,48.26755732,178.6974236,0,SMA,1
53,Perempuan,Freelance,11597663.81,1,50.95277627,158.9052968,0,S1,1
18,Laki-laki,PNS,9639158.827,0,65.13725639,162.8704259,0,SD,1
37,Laki-laki,PNS,5021172.091,1,60.43967916,165.526424,0,S1,0
40,Laki-laki,Pegawai swasta,3896641.218,1,47.64507187,176.3788428,1,,1
34,Laki-laki,PNS,8832297.431,1,59.40719549,179.0778729,0,SMP,0
19,Laki-laki,Pegawai swasta,11056677.11,0,64.3812579,171.6302449,0,SMA,1
45,Perempuan,PNS,15606096.4,1,58.90117324,188.8900923,1,S1,0
34,Perempuan,Freelance,5156674.894,1,56.49665599,178.0331437,1,S1,1
25,Laki-laki,Freelance,6370083.876,1,54.51652356,166.0161926,0,S1,1
46,Perempuan,Pengangguran,10118930.96,1,59.67557763,181.967399,1,S1,1
20,Laki-laki,PNS,3708753.927,1,,158.1827567,0,S1,1
46,Laki-laki,Pegawai swasta,3825948.419,1,61.85216878,168.2594793,0,S1,1
33,Perempuan,PNS,9595238.931,1,55.93800122,180.8546237,1,SMA,1
26,Perempuan,Pegawai swasta,10043217.81,1,64.95891224,163.8330276,1,S1,0
34,Laki-laki,Pegawai swasta,7014228.201,1,63.6157008,166.4840818,1,SMA,1
41,Laki-laki,Pegawai swasta,6102634.621,1,64.55108953,153.2311482,1,SMA,0
24,Laki-laki,PNS,17134759.45,1,50.57167562,184.678864,,S1,0
38,Laki-laki,Pegawai swasta,8713757.149,1,54.27141379,167.0812913,0,S1,1
50,Laki-laki,Pegawai swasta,4346563.112,1,49.36705504,157.7876291,1,S1,1
35,Perempuan,PNS,5544613.038,1,49.91762723,156.4655527,0,S1,1
50,Perempuan,PNS,10314596.53,1,53.50454955,182.0664766,0,S1,1
48,Perempuan,PNS,4975158.792,1,49.50534094,164.1583913,1,S1,1
46,Laki-laki,PNS,8818003.899,1,61.67414217,166.1733457,1,SD,1
31,Laki-laki,Freelance,9808089.034,1,53.44443315,163.249407,1,S1,1
28,Laki-laki,PNS,3066461.421,1,49.12464224,160.5969182,1,SMA,0
31,Perempuan,Pegawai swasta,5249641.952,1,70.03222405,177.8513866,0,S1,1
33,Perempuan,PNS,8252214.705,1,55.059413,152.8574767,1,S1,1
47,Laki-laki,PNS,4569527.633,1,67.92115158,176.8764171,1,S1,1
34,Laki-laki,Pegawai swasta,8374647.468,1,58.20465805,171.9659068,1,S2,0
48,Laki-laki,PNS,5761680.48,1,55.12968483,178.693,0,SMA,1
47,Laki-laki,Pegawai swasta,5654719.98,1,47.90829723,177.7550326,0,SMA,1
44,Perempuan,Pegawai swasta,10011258.39,1,55.46689616,165.5866737,0,S2,1
43,Laki-laki,PNS,6845270.517,1,54.65450417,180.1306,1,SMA,0
32,Perempuan,PNS,15939993.06,1,52.37304695,165.6571346,0,S1,1
56,Perempuan,Pegawai swasta,6480315.387,1,57.48432106,172.085072,,S2,1
42,Laki-laki,PNS,16836814.1,1,45.74276647,157.4436718,1,S1,1
26,Laki-laki,Pengangguran,12823665.66,1,50.34906208,160.1138546,1,S3,1
47,Laki-laki,Pegawai swasta,7614163.018,1,49.14086261,165.0247164,1,S1,1
48,Laki-laki,Pegawai swasta,3587277.872,1,43.43078257,169.8856519,0,SMP,1
41,Perempuan,Pegawai swasta,10122399.74,1,53.73101628,166.5402165,0,S1,0
38,Laki-laki,PNS,8155817.605,1,75.73843025,177.7761212,0,SMA,1
45,Perempuan,PNS,6465991.367,1,62.07539041,164.9316389,1,S1,1
36,Perempuan,,5378224.852,1,48.48654878,187.4205332,1,S1,1
27,Laki-laki,Freelance,7297599.593,1,61.25114634,172.0602751,0,S1,0
38,Perempuan,Pegawai swasta,20314480.4,1,47.70437051,154.7182626,0,S1,1
42,Laki-laki,PNS,5533574.577,1,55.03833922,168.5052549,0,SMP,1
44,Laki-laki,Pegawai swasta,3870705.008,1,53.17227682,169.8138323,1,,1
39,Laki-laki,Pegawai swasta,12871791.95,1,52.33578743,160.2739201,0,S1,1
31,Laki-laki,Freelance,16471963.83,1,65.67433819,166.7099458,0,SMA,0
68,Laki-laki,Freelance,9982751.969,1,56.75760915,179.9329588,1,,0
42,Laki-laki,PNS,5038095.752,1,56.21394782,169.5878064,1,S1,0
47,Laki-laki,Pegawai swasta,6477457.597,1,67.11474545,169.0127821,1,SMA,1
39,Perempuan,PNS,5254262.129,1,62.67580672,158.6989712,0,S1,1
43,Perempuan,PNS,14056463.91,1,58.87738073,166.2470491,0,S1,1
45,Perempuan,PNS,8821944.44,1,46.36010577,174.8221543,1,S2,1
42,Perempuan,PNS,15811938.92,1,83.15172434,173.9883707,1,SMA,0
40,Laki-laki,Freelance,4561322.685,1,53.30237079,158.9497889,1,S1,1
29,Laki-laki,PNS,10430941.74,1,58.24666682,176.931936,1,S1,1
34,Perempuan,PNS,8513153.824,1,67.47853154,174.5184224,1,SMA,1
43,Perempuan,PNS,13701152.75,1,70.73712856,192.5187837,0,S1,1
59,Perempuan,PNS,6028911.059,1,57.11566445,165.3774548,0,S1,1
37,Perempuan,Pegawai swasta,4233656.895,1,64.86257983,168.0119279,1,S1,1
41,Laki-laki,PNS,10045976.6,1,70.67452639,181.3069253,0,S1,0
30,Laki-laki,Pegawai swasta,8674190.117,1,52.89913992,159.2246885,1,S2,1
13,Laki-laki,PNS,9104527.558,0,59.70124973,180.9298232,0,S1,1
35,Laki-laki,PNS,19483686.13,1,68.95277684,182.6541473,1,S1,0
48,Laki-laki,Pegawai swasta,13133063.25,1,53.62468395,175.7689009,0,S1,1
54,Laki-laki,Pegawai swasta,4353832.241,1,54.32131025,159.0052377,1,SD,1
31,Perempuan,Pegawai swasta,8068779.742,1,58.24047684,162.5701512,0,S1,1
33,Laki-laki,Pegawai swasta,11036044.15,1,45.60717625,164.9248598,0,S1,1
27,Perempuan,Pegawai swasta,5243698.029,1,48.74476607,174.1407472,1,S1,1
46,Laki-laki,Pegawai swasta,15655921.25,1,57.57664873,171.7253845,1,S1,1
39,Perempuan,Pegawai swasta,6141264.188,1,47.50357879,165.1491022,1,S1,1
30,Laki-laki,Freelance,6661637.767,1,55.00625544,160.4548919,1,S1,0
47,Perempuan,Pegawai swasta,15363729.05,1,58.11767398,179.5676877,1,SMP,1
33,Laki-laki,PNS,15372161.54,1,46.19435388,173.4239805,0,SMA,1
21,Perempuan,Pegawai swasta,3492562.524,1,58.60385943,177.7820172,0,SMA,1
48,Perempuan,PNS,5056091.326,1,53.17971298,157.4497653,0,S1,1
42,Laki-laki,Pegawai swasta,4583752.685,1,41.98586118,151.6054706,1,S2,1
29,Laki-laki,Freelance,5149321.991,1,51.89235203,162.3929735,1,S2,0
45,Laki-laki,PNS,11360647.86,1,51.59665899,164.3192722,0,S1,0
50,Laki-laki,Pegawai swasta,8409158.533,1,43.39465736,169.8716014,0,S1,1
37,Laki-laki,Pegawai swasta,9428626.611,1,55.99740951,165.8188014,1,S1,1
28,Perempuan,Pegawai swasta,8616856.193,1,48.63437006,169.6050426,0,S2,1
44,Laki-laki,Pegawai swasta,7796923.861,1,52.57096687,152.3504398,0,S1,0
33,Laki-laki,PNS,8840297.503,1,45.5291315,152.7371271,1,SMA,0
52,Perempuan,PNS,7124515.972,1,117.9024616,211.2855823,0,S1,1
24,Laki-laki,PNS,4103280.638,1,69.14288945,192.3467701,0,S1,1
36,Perempuan,Pegawai swasta,5415334.766,1,,160.3528846,0,S1,0
34,Perempuan,PNS,24869125.22,1,65.63877307,162.8068195,1,SMP,1
47,Perempuan,Freelance,4254528.58,1,55.15698916,172.0959848,1,S1,1
44,Laki-laki,Pegawai swasta,5242339.26,1,66.67491753,166.1328502,1,S1,0
30,Laki-laki,Pegawai swasta,6405645.008,1,66.37376331,170.8879246,0,S1,1
36,Laki-laki,Pegawai swasta,3688168.832,,43.28620843,,0,S1,0
38,Laki-laki,PNS,14485555.58,1,45.79628374,155.7758589,1,S1,0
51,Laki-laki,Freelance,6390375.608,1,51.33621461,169.7724503,1,S1,1
37,Laki-laki,PNS,5055437.12,1,69.43026162,176.8148768,0,S1,1
31,Perempuan,Pegawai swasta,16509524.06,1,48.19535082,161.918292,0,S1,0
50,Laki-laki,PNS,10475793.91,1,48.87729619,176.9926529,0,S2,0
70,Laki-laki,Pegawai swasta,4860995.996,1,59.94907291,151.2414094,1,S3,1
37,Laki-laki,Freelance,5337889.932,1,67.64337975,168.6441529,0,S1,1
46,Laki-laki,Freelance,8867650.308,1,49.78226418,159.5224804,1,S1,1
47,Perempuan,Freelance,2970974.797,1,65.00745717,165.8307099,0,SMA,1
49,Laki-laki,Pengangguran,10570839.53,1,54.9021057,161.5380701,0,S2,0
41,Laki-laki,Pegawai swasta,4581245.99,1,59.54257342,167.6469082,0,S2,1
60,Laki-laki,Freelance,5379741.67,1,64.2892053,174.379355,1,SMA,1
30,Laki-laki,Pegawai swasta,6659924.743,1,42.23039869,174.8195955,,SMA,0
30,Perempuan,PNS,10874724.35,1,49.11449248,159.4375525,1,S2,1
52,Perempuan,Pegawai swasta,7901815.081,1,108.6257597,178.438538,0,S1,1
44,Perempuan,PNS,4272114.017,1,51.7176162,169.5506328,1,S1,1
37,Laki-laki,PNS,20550331.87,1,61.22077456,173.2975138,0,SMA,0
37,Laki-laki,PNS,6214908.84,1,45.2304037,178.5502462,0,SMP,1
28,Laki-laki,Pengangguran,6175026.688,1,45.90850864,155.6036978,0,S1,1
47,Perempuan,PNS,6511668.625,1,52.01443573,155.9589999,0,S1,0
43,Perempuan,Freelance,11681777.4,1,41.19515388,154.8226891,1,S1,1
46,Laki-laki,PNS,14399990.46,1,50.47224954,180.168156,1,S1,1
49,Perempuan,PNS,6126828.942,1,53.83810278,161.79033,0,S1,1
32,Perempuan,Pegawai swasta,7804694.447,1,68.92488402,169.360877,1,SMA,1
27,Perempuan,PNS,10080460.93,1,41.43194312,145.3203688,0,SMA,1
22,Laki-laki,Pegawai swasta,4974666.448,1,62.50278061,157.1921266,0,S1,0
39,Perempuan,PNS,5987576.241,1,51.10255929,151.9221136,0,SMP,1
45,Laki-laki,Pegawai swasta,5822315.894,1,62.39409621,185.8565567,0,S1,1
33,Perempuan,Pegawai swasta,6952877.3,1,48.7020476,162.7623069,1,SMA,1
42,Laki-laki,Pegawai swasta,5760070.872,1,58.70307745,158.4837687,0,S1,1
41,Laki-laki,Pegawai swasta,7642345.553,1,47.60161546,164.7999597,1,S1,1
62,Laki-laki,Pegawai swasta,7242387.803,1,69.20280396,163.9807984,1,S1,1
30,Laki-laki,Pegawai swasta,15101908.91,1,57.0120455,171.7210446,1,S1,1
39,Laki-laki,Freelance,11082192.27,1,45.14542222,157.004295,0,S1,0
44,Laki-laki,Pegawai swasta,2241309.307,1,47.92323294,161.6667538,1,S1,1
40,Perempuan,PNS,11434599.5,1,59.45649476,178.2533441,0,S1,1
32,Laki-laki,PNS,6452750.824,1,65.78304462,167.0153021,0,SMA,0
38,Laki-laki,Pegawai swasta,17698397.58,1,43.11157205,173.1017817,1,SMP,0
53,Laki-laki,PNS,2486349.475,1,46.41802108,,0,SMA,1
22,Laki-laki,PNS,4809392.986,1,63.41588554,172.0186704,0,SMA,1
42,Laki-laki,,5824114.26,1,55.67393025,178.9537989,0,S2,0
34,Perempuan,Pegawai swasta,6548484.811,1,52.48549653,157.0017149,0,S1,0
46,Laki-laki,Pegawai swasta,8689596.098,1,66.64303661,177.3606791,0,S2,1
51,Laki-laki,Pegawai swasta,6466044.55,1,69.49887293,180.6560393,1,S1,0
46,Laki-laki,Pegawai swasta,,1,57.55021757,173.1668013,0,S1,0
46,Laki-laki,PNS,5906621.348,1,42.76932638,157.6743277,1,SMA,1
42,Laki-laki,PNS,18569427.22,1,43.84165278,170.4364499,1,SMA,1
47,Perempuan,Pegawai swasta,7630456.692,1,52.97089393,165.991199,0,S1,1
31,Laki-laki,PNS,12542564.99,1,43.59153261,182.7595141,1,S1,1
46,Laki-laki,Pegawai swasta,6752221.644,1,47.21246662,162.6381782,1,S2,0
49,Perempuan,Pegawai swasta,8671969.706,1,50.48085303,181.4896407,0,S3,1
34,Perempuan,Pegawai swasta,8309666.103,1,51.38132712,178.572969,0,S2,1
34,Perempuan,Pegawai swasta,8052715.569,1,49.04249033,,0,SMA,0
54,Laki-laki,PNS,11443814.28,1,54.0227478,180.8287806,1,SMA,1
38,Perempuan,PNS,,1,54.94235321,154.4108619,0,S1,1
44,Perempuan,Freelance,12847355.46,1,54.45437845,167.1266133,0,SMA,1
42,Laki-laki,PNS,7182168.208,1,44.30296504,164.1848288,0,SD,0
64,Laki-laki,Pegawai swasta,5302077.968,1,50.8133172,169.9144858,0,S1,0
48,Laki-laki,PNS,3793635.548,1,77.02164217,179.3312227,1,S1,1
24,Laki-laki,Pegawai swasta,5553090.107,1,58.45305028,169.9354524,1,S1,1
38,Laki-laki,Freelance,10196891.48,1,45.90765383,166.0084685,0,S1,1
41,Perempuan,,6090238.098,1,45.30182481,148.9813489,0,S1,1
47,Laki-laki,PNS,5708023.785,1,50.96370337,161.3804459,1,S1,0
35,Laki-laki,PNS,7506801.601,1,52.59864388,167.0520851,0,S1,1
28,Perempuan,PNS,4182742.283,1,68.22628927,168.4594321,1,S1,1
36,Laki-laki,Pegawai swasta,6814093.95,1,57.65851478,154.6361517,0,SD,1
60,Perempuan,Pegawai swasta,15097383.33,1,49.02517239,142.3764262,1,SMA,1
42,Laki-laki,PNS,9485126.531,1,45.22322592,150.2040659,0,S1,1
51,Laki-laki,PNS,10165357.37,1,53.43266322,169.7655541,0,S1,1
37,Laki-laki,Pegawai swasta,11567369.83,1,63.36006372,176.5145296,1,SMA,0
50,Laki-laki,Pegawai swasta,7206172.475,1,80.6339147,185.7308693,0,S1,1
45,Laki-laki,PNS,14886583.78,1,,175.3723304,0,S1,1
31,Laki-laki,Pegawai swasta,7943529.382,1,47.19496873,158.108943,1,,1
39,Perempuan,PNS,3553106.857,1,49.80311643,172.0601304,1,SMA,1
52,Laki-laki,Pegawai swasta,11961617.89,1,46.38877903,168.1827476,0,S1,0
30,Perempuan,Pengangguran,6373522.959,1,61.78263324,165.3956364,1,SMA,1
27,Laki-laki,PNS,6834584.06,1,51.74366892,168.6984763,1,SMA,1
33,Laki-laki,PNS,10121244.28,1,58.38399748,164.3681163,0,SMA,1
43,Laki-laki,Pengangguran,4557165.957,1,47.02262755,172.7087235,0,SD,1
35,Laki-laki,Pegawai swasta,7548231.216,1,65.25435451,170.5665002,1,S1,1
37,Perempuan,Freelance,9863627.954,1,49.36368507,166.8702692,1,S1,1
27,Perempuan,PNS,11502970.79,1,47.61806868,156.0389519,0,S1,0
44,Laki-laki,Pegawai swasta,9220547.07,1,50.91953121,174.2436682,1,S1,0
28,Laki-laki,PNS,18595759,1,53.88363191,164.2366881,1,S1,1
38,Laki-laki,,6735476.28,1,61.6342304,180.2565743,1,S1,1
37,Perempuan,Pegawai swasta,9921333.133,1,57.16445206,179.0078288,0,S1,0
31,Laki-laki,Pegawai swasta,10721922.65,1,49.61646504,,0,S1,1
41,Perempuan,Pegawai swasta,6677827.863,1,60.04264245,171.0227754,1,SMP,1
,Laki-laki,Pengangguran,2834332.798,1,58.83901932,180.0181395,1,SMA,1
39,Perempuan,Freelance,14218570.37,1,42.77386942,145.2984583,1,SMP,1
51,Laki-laki,PNS,10439343.59,1,58.68733173,179.969783,1,SD,0
41,Laki-laki,Freelance,12732615.49,1,57.59058501,155.9505169,0,SMA,1
35,Perempuan,PNS,14448027,1,56.20687593,176.7997123,0,SMA,1
26,Laki-laki,Pengangguran,5301020.62,1,66.81251356,181.4275799,0,S1,0
36,Laki-laki,Pegawai swasta,12079276.47,1,58.77954532,156.3331435,1,SMA,1
42,Perempuan,PNS,10533418.21,1,67.06232661,168.4317932,1,S3,1
20,Laki-laki,Pengangguran,3514121.67,1,55.97115275,172.9140426,1,S1,1
43,Laki-laki,Freelance,7595512.308,1,47.06106508,165.2758974,0,S1,1
53,Laki-laki,PNS,3776150.916,1,49.40137754,171.668798,1,S1,1
16,Perempuan,Pengangguran,9648359.364,0,46.9381428,165.3923289,1,SMA,0
39,Laki-laki,Freelance,7577896.927,1,46.76083176,162.7865574,0,SMA,1
37,Laki-laki,PNS,8989403.248,1,51.39185397,171.7887427,1,S1,1
41,Laki-laki,PNS,12375864.29,1,55.14379744,175.2489749,0,SMA,1
23,Perempuan,PNS,10479933.85,1,44.10700212,151.1138094,0,S1,1
45,Perempuan,PNS,9790921.289,1,51.60093233,154.4779505,1,SMA,1
18,Laki-laki,Freelance,12433196.46,0,59.21218958,,0,SMA,0
41,Laki-laki,,16506224.47,1,64.62103001,158.4025812,1,S2,1
20,Perempuan,Pegawai swasta,16093364.67,1,45.72930955,171.7927547,1,SMP,1
41,Perempuan,PNS,5255824.268,1,48.2975314,161.5455848,1,S1,0
28,Laki-laki,PNS,10665150.47,1,47.34730995,153.4063134,0,SMP,1
40,Perempuan,PNS,12587705.93,1,62.42035973,178.7701462,1,SMA,1
44,Perempuan,PNS,8220663.407,1,55.08469357,175.9940411,1,S1,1
47,Perempuan,Pegawai swasta,8285340.033,1,69.82673102,157.7224933,0,S1,1
36,Perempuan,Pegawai swasta,8439478.337,1,47.48643154,179.098215,1,SMP,1
63,Laki-laki,PNS,26768250.23,1,51.41195431,162.7152149,1,S3,1
55,Laki-laki,,9453675.945,1,48.74323181,166.9646853,0,SMP,0
49,Laki-laki,Pegawai swasta,4853181.878,1,56.15153841,163.5958412,1,S1,1
45,Laki-laki,Pengangguran,11651247.3,1,60.55393057,165.6227011,1,S1,1
42,Laki-laki,PNS,3521567.511,1,47.24096352,171.029404,0,SMA,1
48,Perempuan,PNS,3715986.717,1,57.88058744,169.9106755,0,S1,1
34,Laki-laki,PNS,7848029.68,1,55.16233118,161.1771424,1,S1,1
38,Laki-laki,PNS,7194796.233,1,55.20191085,156.0721629,1,S1,1
32,Perempuan,Freelance,9734154.327,1,56.98396418,172.0392231,1,SMA,1
24,Perempuan,PNS,10693534.06,1,63.76664508,188.7685114,1,S1,0
50,Perempuan,PNS,10553073.51,1,56.19402902,169.4256732,0,S2,1
16,Laki-laki,PNS,8689751.26,0,65.03599583,161.0443921,0,S1,0
49,Laki-laki,Pegawai swasta,19558680.68,1,57.77850668,158.9796595,0,SMA,1
36,Laki-laki,Pegawai swasta,12216892.58,1,61.30859522,175.6072084,1,S1,0
37,Perempuan,Freelance,18694000.61,1,46.74922514,166.0738594,1,SMA,1
35,Laki-laki,PNS,12551409.73,1,44.90456664,156.7985895,0,SMA,1
38,Laki-laki,Freelance,10509556.81,1,48.20965654,148.9443691,0,S3,0
33,Laki-laki,Pengangguran,5885049.257,1,49.03922367,182.8107913,1,S1,0
27,Perempuan,Pegawai swasta,7767928.595,1,77.95475574,166.1316459,1,SMP,1
42,Perempuan,Pegawai swasta,10304551.75,1,51.38354179,179.2936097,0,SMA,0
27,Laki-laki,PNS,8287077.671,1,50.98531518,175.3445062,1,S1,1
22,Laki-laki,Pegawai swasta,4781164.172,1,52.28759651,158.8956721,1,S3,1
41,Laki-laki,Freelance,5819982.471,1,42.05834365,163.1515338,1,S1,1
45,Laki-laki,PNS,14552998.16,1,58.24965258,161.5448905,1,SMA,1
34,Perempuan,Pengangguran,10625657.82,1,47.54373339,165.7193356,0,S1,1
33,Laki-laki,Pegawai swasta,11537203.75,1,86.92456521,184.5678435,1,S1,1
39,Laki-laki,Freelance,5422318.677,1,58.95051417,185.0475227,1,S1,1
20,Laki-laki,Pegawai swasta,6176013.241,1,51.39369547,164.6952758,0,S1,0
42,Laki-laki,Pegawai swasta,22483092.21,1,48.31269968,147.1038803,0,SMA,0
39,Perempuan,PNS,12388090.13,1,56.41349879,171.7905857,1,S1,1
39,Laki-laki,Pegawai swasta,20723617.28,1,71.58020615,176.8930026,1,S1,0
32,Laki-laki,PNS,10973283.12,1,72.48836206,177.9234455,0,S1,0
41,Perempuan,Freelance,17473480.18,1,56.05869426,168.6299316,1,SMP,0
53,Perempuan,Pegawai swasta,6763987.709,1,44.90136983,158.4087066,1,S1,1
36,Laki-laki,PNS,7032892.892,1,51.74557388,177.6819415,0,S1,1
30,Perempuan,PNS,7712344.845,1,59.43470033,172.3274295,0,S2,1
48,Perempuan,Freelance,6923614.218,1,52.35811742,178.3007121,0,SMP,1
28,Perempuan,Pegawai swasta,7561367.172,1,65.17355345,166.6135332,1,SMA,1
45,Perempuan,Freelance,7226407.756,1,44.62485448,151.1950476,0,S1,0
49,Laki-laki,PNS,12859779.49,1,61.48434272,159.0145959,0,SMA,0
23,Laki-laki,Pegawai swasta,12548576.58,1,46.81674474,160.6400851,1,S2,1
40,Perempuan,Pegawai swasta,4534223.602,1,72.43567194,177.5373493,1,S1,0
44,Laki-laki,PNS,7967948.049,1,46.52274239,162.7263708,1,SMA,1
39,Laki-laki,PNS,3943209.413,1,58.76505193,174.2769604,1,SMP,1
51,Laki-laki,PNS,14190349.13,1,54.03463085,164.4432934,0,S1,0
37,Laki-laki,PNS,4134502.556,1,45.73733469,147.8916277,0,SMA,1
41,Laki-laki,Pengangguran,15372902.82,1,51.07764136,156.1953672,0,SD,0
35,Laki-laki,PNS,9346382.996,1,72.783729,181.6891662,0,S1,1
41,Laki-laki,PNS,7071731.622,1,78.04648817,168.7457486,0,S1,1
23,Perempuan,PNS,9355668.309,1,60.919453,182.9442006,0,SMA,1
33,Laki-laki,PNS,14210694.52,1,43.14968004,170.24658,0,SMP,1
53,Perempuan,Pegawai swasta,15951519.61,1,46.78037785,154.8470649,0,S1,1
27,Laki-laki,PNS,4239660.15,1,72.26858993,161.8402681,0,S1,0
65,Perempuan,Pegawai swasta,9911258.599,1,52.24748855,159.2291678,1,S2,1
57,Laki-laki,Pegawai swasta,8561037.841,,52.20009278,171.1646416,0,SMA,1
40,Laki-laki,,13737666.76,1,57.22707884,171.2306145,1,SMP,1
38,Laki-laki,PNS,10003835,1,68.37888383,175.6210738,1,SMA,1
40,Perempuan,Pegawai swasta,7559070.299,1,50.27134638,170.507724,0,S1,1
,Laki-laki,Pegawai swasta,8443253.523,1,54.69972879,152.6990845,1,SMP,0
36,Laki-laki,Pegawai swasta,14141402.82,1,44.35251871,162.243565,0,S1,0
48,Perempuan,Freelance,12170921.69,,63.74150213,164.2380912,1,S1,1
47,Laki-laki,PNS,7598952.322,1,87.84328582,187.3291108,0,S1,1
43,Laki-laki,Pegawai swasta,9902582.104,1,56.98700206,180.2334928,1,S1,1
37,Perempuan,PNS,7312541.203,1,54.10837903,,1,S1,1
34,Laki-laki,PNS,8038759.585,1,52.00516063,183.055223,1,S1,1
38,Perempuan,,17280841.73,1,51.20883282,159.1663713,1,S1,1
28,Perempuan,Freelance,12259915.17,1,65.75592073,189.0056792,0,S1,0
,Laki-laki,Pegawai swasta,14336155.85,1,61.4146391,176.8464204,,SMA,1
42,Laki-laki,PNS,7012020.553,1,53.3798348,164.1799347,0,S1,0
30,Laki-laki,PNS,21794043.24,1,63.01874205,175.8435725,0,S1,1
28,Laki-laki,PNS,8121166.285,1,51.05357587,148.4008533,1,S1,1
30,Laki-laki,PNS,6737293.492,1,73.73861102,164.4762291,1,S3,1
30,Laki-laki,PNS,6054475.269,1,49.31078734,160.5883202,0,S1,1
46,Laki-laki,Pegawai swasta,6485003.306,1,62.87227274,156.6912798,1,S1,1
36,Laki-laki,PNS,10297081.23,1,54.1153597,162.3379134,1,SMA,1
42,Perempuan,Freelance,12664802.72,1,44.32884527,160.23264,0,S1,1
44,Laki-laki,PNS,6139477.381,1,73.85063442,174.6793592,1,S1,0
35,Laki-laki,Freelance,2159114.285,1,52.02521795,171.9675575,0,S1,1
46,Laki-laki,PNS,14720605.27,1,60.11977277,164.8457163,1,S1,0
44,Perempuan,Pegawai swasta,8783287.565,1,45.3659748,143.6307793,1,S1,0
42,Laki-laki,Pegawai swasta,4640865.499,1,44.64205928,160.8892178,1,S2,1
43,Laki-laki,Pegawai swasta,26036845.3,1,67.15800822,177.7625576,0,S1,1
43,Laki-laki,PNS,10927696.24,1,48.84952649,162.7920999,0,S2,1
31,Laki-laki,Pegawai swasta,10334062.59,1,60.26377663,181.2682356,1,S1,1
42,Perempuan,Pegawai swasta,15799628.66,1,54.91944454,174.5374673,0,S1,1
34,Laki-laki,Pegawai swasta,4447946.512,1,44.04698665,151.8126554,0,SMA,0
31,Laki-laki,Pegawai swasta,8418985.517,1,70.23185411,185.9824146,1,S1,1
40,Laki-laki,Pegawai swasta,7132553.589,1,51.04054751,170.0456988,1,S1,1
23,Perempuan,Pegawai swasta,11745645.13,1,50.39154344,168.0965714,1,S1,1
52,Perempuan,PNS,3443302.337,1,50.92632397,165.1912541,0,S1,1
46,Perempuan,Pengangguran,15002299.11,1,59.18740962,178.1274566,1,SMA,1
44,Laki-laki,PNS,8659734.681,1,46.97319613,171.3739104,1,S1,1
45,Perempuan,Pegawai swasta,5776343.743,1,67.54617001,192.8882606,0,S1,1
58,Laki-laki,PNS,12178647.83,1,48.72018503,171.3870752,1,S1,0
30,Laki-laki,Pegawai swasta,7437075.768,1,68.66876299,173.9338598,1,S1,1
41,Perempuan,Pegawai swasta,9537671.179,1,51.56309085,176.8543984,0,S1,1
40,Laki-laki,PNS,9429588.413,1,44.88480077,161.2973786,0,S1,1
44,Laki-laki,PNS,4863324.047,1,71.51848328,178.1948698,1,S1,1
44,Laki-laki,Pegawai swasta,20194551.28,1,64.01715845,188.3255293,0,SMP,1
43,Laki-laki,PNS,4303661.233,1,53.57128683,157.6136023,0,SD,1
40,Perempuan,PNS,6262799.773,1,46.89010284,164.3868934,0,S1,1
38,Laki-laki,Pegawai swasta,9000432.81,1,48.83991154,179.3478002,1,SMA,1
41,Perempuan,Pegawai swasta,9372535.689,1,52.55058899,161.5576551,0,S1,0
32,Laki-laki,PNS,12035457.32,1,53.1628974,192.2935609,1,SMA,0
26,Perempuan,Pegawai swasta,4770736.394,1,64.54090547,151.6437794,0,S2,1
48,Laki-laki,Freelance,9780878.134,1,51.74517803,171.4980906,1,S1,0
