umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
40,Perempuan,Pegawai swasta,Medan,10407729.46,1,0,47.78149314,180.25,Shoulder & Head,1,S1,3,0.403891731
33,Perempuan,PNS,Banjarmasin,4218608.191,1,0,54.65875383,169.5926847,Deadbuoy,0,S2,1,0.253274548
45,Laki-laki,PNS,Palembang,6855378.071,1,1,63.00868212,161.804762,Moonsilk,0,SMA,7,0.947825411
53,Laki-laki,PNS,Surabaya,6384751.317,1,0,67.44932963,178.4648937,Deadbuoy,0,S1,10,0.698347835
32,Perempuan,Pegawai swasta,Kendari,6649231.162,1,0,83.72609168,183.9663685,Moonsilk,1,S1,1,0.325720479
40,Perempuan,PNS,Bandung,4372128.213,1,0,60.42150033,176.7206584,Merpati,0,SMA,2,0.305514059
34,Laki-laki,PNS,Makassar,10390243.71,1,1,52.73331304,166.3409332,Shoulder & Head,0,S1,2,0.738265808
39,Laki-laki,Pegawai swasta,Tanjung Pinang,9935113.656,1,1,57.44894678,163.166397,Moonsilk,1,S1,5,0.735777243
64,Perempuan,PNS,Surabaya,9487691.5,1,0,57.69228257,169.404986,Pantone,1,S1,7,0.789812922
38,Perempuan,Pegawai swasta,Kupang,10246467.54,1,1,59.12298733,176.8045054,Pantone,0,SMA,3,0.485047689
38,Laki-laki,Pegawai swasta,Jakarta,5799508.204,1,1,55.70854319,163.9836974,Merpati,1,SD,9,0.844260223
29,Laki-laki,Freelance,Palangkaraya,4764520.911,1,0,61.49376689,160.1514202,Merpati,1,S1,8,0.445297116
36,Laki-laki,Freelance,Mataram,7466276.43,1,0,73.73753056,175.8354567,Pantone,1,S1,1,0.378665382
38,Laki-laki,Pegawai swasta,Banda Lampung,8256077.699,1,1,63.45768384,171.5076886,Deadbuoy,0,SMP,6,0.667896259
41,Laki-laki,Pegawai swasta,Jayapura,19906654.31,1,0,58.60572097,180.8102645,Moonsilk,1,S1,1,0.588357858
29,Laki-laki,Pegawai swasta,Pontianak,9130555.679,1,0,42.6567663,169.0632435,Shoulder & Head,1,SMA,5,0.447974702
40,Perempuan,Pegawai swasta,Jakarta,9391939.46,1,1,58.67618054,165.5482275,Shoulder & Head,0,S1,9,0.621285105
46,Laki-laki,Pegawai swasta,Jayapura,14121339.37,1,0,68.30822271,172.449968,Pantone,1,S1,8,0.6147683
28,Perempuan,PNS,Mataram,8461629.403,1,0,49.79631996,140.4883771,Moonsilk,1,S1,1,0.394888094
40,Laki-laki,PNS,Makassar,20136650.21,1,0,54.1150793,182.9262078,Pantone,0,S1,6,0.576941179
47,Perempuan,PNS,Gorontalo,8523709.903,1,1,47.79455979,172.0328094,Moonsilk,0,SMA,7,0.775776038
42,Laki-laki,Pegawai swasta,Denpasar,10575623.48,1,0,62.08936252,164.8282845,Merpati,1,S1,4,0.612483548
40,Laki-laki,Freelance,Kupang,10730369.2,1,0,57.75478752,165.4309931,Pantone,0,S1,,0.5111531
15,Laki-laki,PNS,Ambon,9291987.484,0,0,77.09724795,179.180675,Deadbuoy,1,S1,6,0.542354118
33,Laki-laki,PNS,Samarinda,7905003.853,1,0,52.72129752,160.4173792,Moonsilk,0,SD,4,0.525779182
44,Laki-laki,Pegawai swasta,Banda Lampung,6662783.561,1,0,45.29977246,154.4380913,Pantone,0,SMP,8,0.547124828
46,Laki-laki,PNS,Gorontalo,3316263.498,1,0,47.29770615,148.6747691,Moonsilk,0,SMA,1,0.496634413
33,Perempuan,PNS,Banda Lampung,9913175.085,1,0,55.02567467,190.9492237,Shoulder & Head,0,S1,5,0.45548763
29,Laki-laki,PNS,Banda Aceh,7036808.504,1,0,69.07832081,170.0025543,Pantone,0,S1,9,0.631332996
46,Laki-laki,PNS,Samarinda,4015024.154,1,0,56.24117142,171.1309809,Deadbuoy,1,S1,9,0.693756419
37,Laki-laki,Pegawai swasta,Serang,6054995.51,1,0,51.59985034,170.6694011,Merpati,0,S1,4,0.379613449
44,Perempuan,Pegawai swasta,Mamuju,7080406.257,1,0,54.13025644,148.6574633,Shoulder & Head,0,,6,0.42252574
37,Laki-laki,Pegawai swasta,Bengkulu,11508159.03,1,0,58.19268207,165.2769619,Pantone,1,S1,6,0.540386719
54,Laki-laki,Pegawai swasta,Medan,15149870.69,1,0,54.28528607,161.8669677,Deadbuoy,0,SMA,10,0.835126496
31,Laki-laki,PNS,Palu,11898440.08,1,0,67.75570315,179.5190384,Moonsilk,1,S1,2,0.564013347
48,Laki-laki,PNS,Manado,6962563.01,1,0,51.29687144,165.6481148,Deadbuoy,1,S1,4,0.70724154
49,Laki-laki,PNS,Makassar,6375027.376,1,0,47.56778036,160.3108582,Pantone,0,SMA,10,0.635964815
27,Laki-laki,Pegawai swasta,Pontianak,8687664.334,1,0,67.51457201,173.557666,Shoulder & Head,0,S1,8,0.396969509
37,Laki-laki,Pengangguran,Banjarmasin,7538394.533,1,0,46.64490456,184.430048,Moonsilk,1,S1,6,0.929426929
37,Laki-laki,PNS,Jayapura,4544946.766,1,0,44.04822235,146.4941023,Deadbuoy,1,S1,3,0.438043272
51,Laki-laki,Freelance,Sofifi,6377549.109,1,0,46.18393527,174.0959627,Moonsilk,1,SMP,10,0.639796156
38,Laki-laki,PNS,Jambi,16005108.45,1,0,64.73115691,162.7838773,Deadbuoy,0,SMA,7,0.494344818
36,Perempuan,Pegawai swasta,Bengkulu,5637436.349,1,0,45.96935393,174.0751992,Shoulder & Head,1,S1,1,0.373833402
57,Perempuan,PNS,Semarang,12064636.05,1,0,69.55123388,164.0098573,Pantone,1,SMA,4,0.626030711
45,Laki-laki,,Sofifi,7642626.518,1,0,45.3721713,164.0652212,Shoulder & Head,0,S1,4,0.458612526
25,Perempuan,Freelance,Kendari,7811026.354,1,0,53.2303207,168.4196501,Moonsilk,0,S1,3,0.098032545
40,Laki-laki,PNS,Sofifi,4975405.735,1,0,45.89688592,172.7464803,Pantone,1,S1,10,0.602229825
50,Laki-laki,PNS,Kupang,5851718.704,1,1,47.77886505,165.7541548,Shoulder & Head,1,SMA,1,0.708078699
39,Perempuan,Freelance,Banda Aceh,5441149.862,1,1,47.79734002,179.3782297,Shoulder & Head,0,S1,8,0.471190108
41,Perempuan,PNS,Pekanbaru,7827969.023,1,0,44.18059013,169.9785437,Pantone,1,S1,5,0.707800639
38,Laki-laki,Pegawai swasta,Jambi,16919138.5,1,0,58.19681484,165.9733222,Pantone,0,SMA,4,0.339891945
42,Laki-laki,Pegawai swasta,Gorontalo,13751606.49,1,0,61.09177284,160.8532634,Deadbuoy,1,S1,8,0.694224592
31,Perempuan,PNS,Sofifi,10516385.65,1,0,56.207205,173.3008003,Shoulder & Head,0,SMA,8,0.502624193
48,Laki-laki,Pegawai swasta,Sofifi,7693634.96,1,0,49.2049164,155.1699365,Merpati,1,S2,2,0.497045906
47,Laki-laki,Freelance,Tanjungselor,6253274.789,1,0,44.89165893,173.8337493,Deadbuoy,0,S1,9,0.473326639
33,Laki-laki,Pegawai swasta,Surabaya,5757499.875,1,0,,176.2878224,Deadbuoy,1,SMA,2,0.468519175
69,Laki-laki,Pegawai swasta,Bengkulu,6515432.127,1,0,58.86206053,178.8142417,Pantone,0,SD,4,0.60029095
33,Laki-laki,PNS,Makassar,15266610.4,1,0,52.59349526,153.6896302,Deadbuoy,1,S1,1,0.49829928
36,Laki-laki,Freelance,Jambi,12678398.29,1,1,64.91075296,177.5719414,Shoulder & Head,0,S1,3,0.487148336
37,Laki-laki,Pegawai swasta,Mataram,6096237.333,1,0,51.14902034,155.8142904,Merpati,1,S1,5,0.567276752
42,Perempuan,PNS,Mamuju,,1,0,75.22720324,178.0895429,Pantone,0,S1,7,0.594872203
48,Perempuan,PNS,Manokwari,12302951.15,1,0,48.30877089,169.2985432,Moonsilk,1,SMA,,0.588449256
33,Laki-laki,Pegawai swasta,Banjarmasin,7483047.161,1,0,52.61321969,160.9314255,Moonsilk,0,S2,6,0.489465269
42,Perempuan,Pegawai swasta,Banda Lampung,7461850.426,1,0,54.90502934,171.1734366,Shoulder & Head,1,S1,9,0.600312689
43,Laki-laki,Freelance,Banda Aceh,4627457.822,1,0,70.2170049,189.1975241,Pantone,1,S1,3,0.452981196
43,Laki-laki,Pegawai swasta,Pangkalpinang,4875446.719,1,0,54.90445346,168.3357793,Shoulder & Head,1,SD,3,0.575748322
24,Laki-laki,Pegawai swasta,Serang,3596667.911,1,1,54.50536136,169.762989,Pantone,0,SMA,2,0.563613866
47,Laki-laki,Freelance,Palembang,19922972.71,1,0,50.53937946,151.3080241,Pantone,1,S1,5,0.610238439
26,Perempuan,Pegawai swasta,Manado,10342808.02,1,0,54.05652573,160.6655553,Merpati,1,S1,4,0.43229284
40,Laki-laki,Pegawai swasta,Pontianak,18993319.37,1,0,64.96379248,170.3185594,Pantone,0,SMA,3,0.430522095
42,Perempuan,PNS,Mataram,,1,0,46.69666207,159.5319418,Moonsilk,1,S1,10,0.748053437
38,Laki-laki,Freelance,Palu,11581066.24,1,1,67.80194172,167.262171,Shoulder & Head,1,SMA,10,0.689951362
47,Perempuan,PNS,Bandung,8921161.984,1,1,50.86722119,162.1650424,Moonsilk,0,S1,10,0.744059607
32,Laki-laki,PNS,Gorontalo,7693928.359,1,0,58.96274387,157.8907146,Pantone,0,S1,9,0.581882601
24,Laki-laki,Pegawai swasta,Mamuju,15552730.88,1,0,92.31006543,189.9282267,Pantone,1,S1,10,0.61627137
,Laki-laki,PNS,Pekanbaru,11512080.69,1,0,53.81162603,164.4070875,Pantone,0,SMA,8,0.512753604
33,Perempuan,PNS,Mataram,4764940.463,1,0,56.95137516,143.8610924,Shoulder & Head,0,S1,3,0.513574319
51,Laki-laki,Pengangguran,Mataram,7961200.503,1,1,57.30082634,154.6465057,Shoulder & Head,0,S1,6,1
35,Laki-laki,Pegawai swasta,Kupang,13581277.31,1,0,50.81620199,172.8815121,Pantone,0,S1,1,0.334676657
30,Laki-laki,Freelance,Pekanbaru,10190673.4,1,0,65.19791372,177.4542735,Pantone,0,S1,7,0.283945105
34,Laki-laki,PNS,Manado,3869333.034,1,0,65.33912958,175.6020313,Deadbuoy,1,S1,3,0.499268508
33,,PNS,Pontianak,13243225.37,1,0,49.3429856,174.3577084,Shoulder & Head,0,S1,5,0.579452929
27,Laki-laki,Pegawai swasta,Yogyakarta,5285084.047,1,0,59.43818558,171.2462567,Pantone,1,SMP,7,0.574380694
27,Perempuan,Pegawai swasta,Palembang,3650237.196,1,0,55.3027829,150.5361372,Pantone,0,S1,3,0.294140099
37,Laki-laki,PNS,Bengkulu,3584255.563,1,0,55.75848241,161.7533876,Shoulder & Head,1,SMA,1,0.568483843
26,Laki-laki,Freelance,Pontianak,4783733.952,1,0,65.02909146,176.2945672,Deadbuoy,1,S1,3,0.33626705
41,Perempuan,PNS,Ambon,11428305.01,1,1,61.37576078,179.9043914,Pantone,0,SMA,8,0.777265169
29,Laki-laki,Pegawai swasta,Kendari,14015679.66,1,0,51.5188413,157.2010212,Merpati,,SMA,4,0.426894333
36,Laki-laki,Freelance,Pontianak,10235918.28,1,0,54.36626978,159.899088,Pantone,1,SMA,6,0.44520158
44,Laki-laki,PNS,Mamuju,5397123.531,1,0,53.38794167,178.2492309,Pantone,0,S1,8,0.789553399
44,Laki-laki,PNS,Ambon,10035012.94,1,0,59.94622684,191.5068977,Merpati,1,S2,4,0.576575679
45,Laki-laki,Pegawai swasta,Banda Lampung,2901160.424,1,0,67.13360891,165.1185463,Shoulder & Head,1,SMA,9,0.650910169
57,Laki-laki,PNS,Jakarta,4351334.395,1,0,46.48898326,146.0830346,Moonsilk,0,S1,4,0.757849141
42,Perempuan,Freelance,Surabaya,3267700.696,1,0,55.01309955,163.6804843,Shoulder & Head,0,SMA,10,0.380069471
44,,PNS,Mataram,4575502.151,1,1,77.75624821,182.6816951,Moonsilk,0,SMA,10,0.848619657
38,Perempuan,PNS,Tanjungselor,7653888.136,1,0,61.71308146,168.3246548,Pantone,1,S1,5,0.510862773
31,,Pegawai swasta,Jambi,11192695.99,1,0,65.91442231,156.8224886,Shoulder & Head,1,S1,1,0.368049169
56,Laki-laki,PNS,Kupang,12054328.67,1,0,54.92439663,167.5577005,Moonsilk,0,SMA,8,0.707299084
37,Laki-laki,PNS,Semarang,5189044.957,1,0,64.1379053,172.1950365,Moonsilk,1,S1,9,0.702597209
34,Laki-laki,PNS,Makassar,8864949.031,1,0,50.74963822,162.142412,Deadbuoy,1,SMA,3,0.333181072
30,Laki-laki,Pegawai swasta,Denpasar,11074816.7,1,0,55.95622031,193.3239743,,1,SMP,9,0.669324449
33,Perempuan,Pegawai swasta,Jayapura,4862789.896,1,0,45.85907949,146.8916892,Deadbuoy,0,SD,5,0.258386058
36,Laki-laki,Pegawai swasta,Kupang,21404962.44,1,0,53.40639292,179.7304035,Deadbuoy,0,SMA,10,0.516013063
41,Laki-laki,Pegawai swasta,Mamuju,7857422.733,1,0,45.76661263,149.3720253,Pantone,1,S1,7,0.623964165
43,Perempuan,Pengangguran,Tanjung Pinang,7924063.342,1,0,49.6899873,173.4733512,Moonsilk,0,SMA,10,0.818880822
30,Laki-laki,Pegawai swasta,Sofifi,4014889.59,1,0,51.00341035,164.9573347,Pantone,0,S1,7,0.409979223
41,Perempuan,PNS,Bandung,9131729.32,1,0,46.53086914,174.0824645,,1,S1,1,0.590340299
50,Laki-laki,PNS,Surabaya,18506386.72,1,0,52.75335065,156.7476105,Deadbuoy,1,S2,2,0.711763853
36,Laki-laki,,Makassar,11408561.97,1,0,51.09018444,163.4352724,Moonsilk,0,S3,7,0.415397258
49,Laki-laki,PNS,Banda Aceh,2698249.171,1,0,56.02212501,177.0871282,Moonsilk,0,S1,9,0.662440883
46,Laki-laki,PNS,Mataram,6700571.086,1,0,48.78936523,169.0582763,Pantone,1,S2,6,0.801132521
37,Laki-laki,PNS,Palangkaraya,10009594.83,1,0,43.5247115,188.0230683,Pantone,1,S2,5,0.66963237
50,Laki-laki,PNS,Ambon,5809241.284,1,0,46.13824881,150.2346081,Moonsilk,0,SMA,9,0.687933984
40,Laki-laki,PNS,Serang,6975922.485,1,0,61.02655787,165.8588366,Merpati,1,SMP,1,0.57267597
54,Perempuan,Pegawai swasta,Bandung,5698880.999,1,0,76.75840577,176.4005908,Pantone,1,SMA,1,0.572826222
48,Laki-laki,Pegawai swasta,Manokwari,15885390.64,1,0,58.0998491,166.2174092,Deadbuoy,0,SMA,10,0.565600552
33,Laki-laki,Pegawai swasta,Banjarmasin,5154828.779,1,0,61.19849184,167.9192706,Moonsilk,1,S2,3,0.414593664
55,Laki-laki,PNS,Pontianak,5672869.795,1,0,67.45265328,177.8193512,Pantone,1,S1,6,0.861138558
38,Perempuan,Pegawai swasta,Bengkulu,4774828.551,1,0,55.46723525,168.9551985,Pantone,0,SMA,9,0.364916782
40,Laki-laki,Pegawai swasta,Bengkulu,4656546.165,1,0,53.02776914,165.2533523,Merpati,1,SMA,1,0.40428555
29,Perempuan,Pegawai swasta,Pekanbaru,7911017.766,1,0,48.82827296,156.3785967,Shoulder & Head,1,S1,5,0.433469474
47,Laki-laki,PNS,Ambon,30516258.07,1,0,52.66738602,159.3420113,Deadbuoy,1,SMA,5,0.845433445
56,Laki-laki,Freelance,Medan,4875681.049,1,0,84.73862178,175.3689576,Moonsilk,1,SMA,2,0.561958499
26,Laki-laki,PNS,Jambi,7690904.496,1,0,62.02742277,177.9762753,Pantone,0,S1,5,0.466131339
33,Laki-laki,Pegawai swasta,Pekanbaru,8894981.38,1,0,45.749643,168.334639,Merpati,0,S1,2,0.424996218
24,Perempuan,Pegawai swasta,Banjarmasin,8960580.314,1,1,54.89769155,157.0938664,Deadbuoy,0,S1,1,0.369317378
58,Laki-laki,Pegawai swasta,Medan,16092846.52,1,0,85.91895496,189.2083819,Deadbuoy,0,S1,4,0.539725223
37,Laki-laki,PNS,Jambi,19822318.55,1,0,49.36910069,160.891153,Shoulder & Head,0,S1,3,0.512764824
35,Laki-laki,Pegawai swasta,Yogyakarta,6154595.662,1,0,48.27418605,168.1055369,Deadbuoy,0,S1,4,0.33823209
52,Perempuan,PNS,Tanjung Pinang,15309975.19,1,0,53.67796497,181.9170387,Merpati,0,S1,8,0.625682218
44,Perempuan,Freelance,Kendari,7960054.339,1,0,53.34348291,166.0206475,Shoulder & Head,0,SD,4,0.274278583
45,Laki-laki,PNS,Jambi,5971995.274,1,0,54.18244515,171.234533,Shoulder & Head,0,SMA,7,0.614998092
43,Laki-laki,Freelance,Pekanbaru,7818178.118,1,0,52.46420768,169.8841759,Moonsilk,0,SMP,4,0.402784277
18,Laki-laki,PNS,Mataram,12521950.56,0,0,43.15398419,156.6309511,Moonsilk,0,S1,10,0.472642924
47,Laki-laki,Pegawai swasta,Makassar,9891206.974,1,0,57.34438285,172.5279886,Shoulder & Head,0,SMA,6,0.478392556
42,Perempuan,Freelance,Tanjungselor,7917099.864,1,1,44.28606737,174.4049508,Pantone,1,S2,5,0.616941597
43,Laki-laki,PNS,Samarinda,13858666.92,1,0,71.37365666,174.268964,Moonsilk,1,S1,4,0.653112951
,Perempuan,Freelance,Bandung,7669632.196,1,0,62.31553405,165.2256497,Pantone,1,S2,4,0.320389755
23,Laki-laki,Pegawai swasta,Denpasar,16939475.29,,0,53.56467066,171.9140552,Moonsilk,0,S2,6,0.511160391
23,Laki-laki,Pengangguran,Kupang,10025453.63,1,0,49.05588874,163.808137,Moonsilk,1,SD,10,0.980518069
41,Laki-laki,Pegawai swasta,Palangkaraya,4528985.149,1,0,52.12971716,145.000576,Deadbuoy,1,S1,6,0.678004172
37,Perempuan,Pegawai swasta,Yogyakarta,7924479.48,1,1,67.78853266,166.4669172,Merpati,0,S1,7,0.541139887
42,,PNS,Jayapura,3426145.33,1,0,62.05698401,148.5687688,Pantone,0,S1,7,0.634651541
28,Laki-laki,Pengangguran,Mataram,12135712.98,1,0,45.88486505,154.370319,Pantone,1,S1,8,0.927416763
55,Laki-laki,PNS,Jakarta,7577043.975,1,0,67.57504491,167.447211,Pantone,1,S1,3,0.761191012
32,Perempuan,PNS,Serang,7136461.319,1,0,51.84600611,175.5789177,Moonsilk,1,SMA,4,0.532166448
53,Laki-laki,PNS,Ambon,8760749.473,1,1,65.2721985,169.9418279,Pantone,1,S1,1,0.926978789
49,Laki-laki,PNS,Pontianak,7332956.546,1,0,70.79418236,173.262623,Shoulder & Head,1,S1,1,0.533714421
19,Laki-laki,PNS,Makassar,8785119.436,0,0,47.04514961,159.7081575,Pantone,1,S1,5,0.521699473
46,Laki-laki,PNS,Manado,3501299.451,1,0,50.64936298,171.1446104,Pantone,0,S1,4,0.614917705
28,Laki-laki,PNS,Palangkaraya,6541814.959,1,0,49.53087016,152.3273795,Pantone,0,SMA,5,0.283269241
31,Perempuan,PNS,Palu,5709850.811,1,0,53.04743675,164.3747102,Shoulder & Head,0,S1,1,0.392229966
29,Laki-laki,Pegawai swasta,Semarang,5154860.109,1,1,60.6525901,181.6319873,Pantone,1,SMA,2,0.708254248
19,Laki-laki,Freelance,Palu,12548686.66,0,0,45.87164339,146.2305273,Moonsilk,1,SMP,3,0.263866588
35,Laki-laki,Pegawai swasta,Kendari,4073897.98,1,0,53.23978866,158.968761,Pantone,0,SMA,3,0.390401723
32,,PNS,Padang,4519626.973,1,0,48.25373498,157.6445085,Merpati,0,S1,,0.566721292
49,Laki-laki,PNS,Makassar,11331519.01,1,0,62.67703356,163.1583547,Shoulder & Head,1,S1,3,0.633346285
63,Perempuan,Pegawai swasta,Mamuju,14278834.67,1,0,45.38728417,158.1825556,Moonsilk,1,S1,10,0.68450874
41,Perempuan,PNS,Pekanbaru,17597342.57,1,1,90.60264068,183.4932865,Moonsilk,0,S1,10,0.828284089
21,Perempuan,PNS,Semarang,20342770.46,1,0,54.73110671,163.949792,Moonsilk,0,S1,7,0.443782264
36,Laki-laki,Pegawai swasta,Manokwari,3503662.803,1,0,53.41358013,171.9555778,Deadbuoy,1,S1,7,0.569079844
56,Laki-laki,Pengangguran,Padang,9210351.532,1,1,56.68638915,157.612349,Shoulder & Head,1,S3,8,1
61,Laki-laki,PNS,Ambon,11824368.18,1,0,48.96468531,164.6573496,Shoulder & Head,1,S2,3,0.761792035
52,Laki-laki,Pegawai swasta,Semarang,5756152.427,1,0,52.8567307,154.8337096,Merpati,0,SMP,4,0.621310184
52,Laki-laki,Pegawai swasta,Jambi,8711554.923,1,0,60.24788286,155.8540593,Pantone,0,SMA,4,0.621071498
27,Laki-laki,PNS,Denpasar,16188405.88,1,0,54.38611711,165.7270811,Merpati,0,SMA,3,0.545960787
35,Laki-laki,PNS,Pekanbaru,4883143.071,1,0,50.62915148,172.363838,Pantone,0,S1,10,0.564174758
42,Perempuan,Pegawai swasta,Yogyakarta,9160484.129,1,1,46.03876315,175.4742495,Deadbuoy,0,S1,3,0.614688275
58,Perempuan,Pegawai swasta,Makassar,6377143.764,1,0,43.74218753,135.9339536,Deadbuoy,0,S1,7,0.554000186
28,Perempuan,Freelance,Jayapura,19433272.87,1,0,46.51192547,161.9418454,Shoulder & Head,1,S1,9,0.513696492
40,Laki-laki,PNS,Kupang,3667957.709,1,0,60.47243021,171.8848729,Merpati,1,SMA,1,0.488059332
25,Laki-laki,PNS,Mamuju,8329799.853,1,1,45.84070118,164.6504418,Pantone,0,S1,7,0.819299724
37,Laki-laki,Pegawai swasta,Mamuju,5760058.381,1,1,48.41522907,148.7988154,Deadbuoy,0,SMP,9,0.701073787
24,Laki-laki,PNS,Manokwari,4605468.679,1,0,61.65407319,164.1552145,Deadbuoy,1,SMA,7,0.579744803
40,Perempuan,Pegawai swasta,Palangkaraya,4937440.06,1,0,59.54942683,170.4310536,Deadbuoy,0,SMA,1,0.283821717
37,Laki-laki,Pegawai swasta,Jakarta,9214801.497,1,0,54.42222494,178.7813171,,1,SMA,10,0.56787598
36,Perempuan,Freelance,Pangkalpinang,13178952.27,1,0,55.66739668,165.346441,Shoulder & Head,0,S1,7,0.266234538
42,Laki-laki,Pegawai swasta,Pontianak,5703462.033,1,1,54.85729971,159.6106816,Deadbuoy,0,SMA,2,0.631493645
27,Perempuan,Pegawai swasta,Kendari,19002642.49,1,0,61.7799552,,Pantone,0,SMA,4,0.270417207
54,Laki-laki,Pegawai swasta,,6901228.628,1,0,46.46748434,161.5225799,Pantone,0,S1,1,0.476645151
54,Laki-laki,Pegawai swasta,Ambon,11245380.91,1,1,46.69998977,183.2897573,Shoulder & Head,0,S1,9,0.895501492
49,Laki-laki,Pegawai swasta,Denpasar,10136786.95,1,0,58.91068185,166.0095691,Merpati,0,S2,7,0.584610609
52,Laki-laki,Pegawai swasta,Manado,9428629.336,1,1,47.40259893,163.081478,Merpati,1,S1,6,0.961530861
53,Laki-laki,PNS,Jambi,9167551.333,1,1,67.385336,174.9936979,Shoulder & Head,,SMA,3,0.972871324
38,Perempuan,Pegawai swasta,Jakarta,5716832.809,1,0,79.13369246,178.7197044,Shoulder & Head,0,S1,3,0.324475528
40,Laki-laki,Pegawai swasta,Ambon,6451259.336,1,0,76.60145372,154.1879775,Deadbuoy,0,SMA,2,0.282465961
38,Perempuan,PNS,Palu,24670361.9,1,1,50.80879849,166.7467364,Shoulder & Head,0,S1,5,0.655288835
43,Laki-laki,Pegawai swasta,Banda Lampung,4993336.783,1,0,47.88216646,152.1886787,,0,SMA,1,0.447830128
49,Perempuan,PNS,Mamuju,4559072.509,1,1,54.96709629,168.9466259,Shoulder & Head,0,S1,7,0.778772057
49,Laki-laki,PNS,Medan,7678224.253,1,0,55.05733772,182.0616342,,0,SMA,10,0.74335926
43,Perempuan,Freelance,Jayapura,12059804.36,,0,54.63518661,163.9996233,Merpati,1,S1,10,0.42701922
37,Perempuan,Pegawai swasta,Gorontalo,7752881.962,1,0,47.29619448,154.8077346,Moonsilk,0,SMA,7,0.326966015
48,Laki-laki,Pegawai swasta,Manokwari,8335616.14,1,1,45.37229721,158.8735893,Merpati,1,S2,3,0.70284038
54,Laki-laki,Pegawai swasta,Palu,5073124.566,1,1,54.06329544,161.8097115,Moonsilk,1,S1,2,0.788669682
34,Perempuan,Freelance,Manokwari,6909440.868,1,0,53.17325786,,Pantone,0,S1,4,0.167417639
41,Laki-laki,PNS,Pangkalpinang,37848652.34,1,0,79.0053148,190.521352,Shoulder & Head,0,SMP,10,0.841910357
37,Laki-laki,Freelance,Semarang,8727908.082,1,0,104.4367616,181.0218159,Shoulder & Head,0,SMA,10,0.355985951
21,Laki-laki,PNS,,11483573.83,1,1,52.67456905,164.2098295,Moonsilk,1,S1,8,0.861547276
29,Laki-laki,Freelance,Medan,6325500.919,1,0,59.80431115,160.9732103,Pantone,1,S1,2,0.335551576
35,Laki-laki,Pegawai swasta,Jayapura,9018209.988,1,0,52.72380008,154.9357475,Shoulder & Head,1,S1,2,0.471510641
54,Perempuan,PNS,Palangkaraya,23527299.52,1,0,50.39187924,,Pantone,,S2,5,0.558223164
32,Laki-laki,Pegawai swasta,Pangkalpinang,6758333.915,1,0,50.98977368,153.009127,Pantone,1,S1,1,0.501024421
51,Perempuan,PNS,Tanjungselor,6853536.038,1,1,63.66373986,162.0192897,Merpati,,S1,4,0.775728103
48,Laki-laki,Pengangguran,Jayapura,7247026.771,1,1,45.8149896,154.3972661,Pantone,0,SMA,9,1
37,Laki-laki,Pegawai swasta,Samarinda,5824283.69,1,0,56.98902951,164.2043159,Pantone,0,S1,7,0.510003505
23,Laki-laki,PNS,Medan,6496226.339,1,0,48.30238927,173.3449305,Shoulder & Head,1,S1,7,0.666625755
39,Laki-laki,PNS,Manokwari,6779278.802,1,0,55.61730252,,Moonsilk,0,S2,8,0.546239436
45,Laki-laki,Pengangguran,Mataram,2597289.25,1,0,57.12125614,161.6899797,Moonsilk,0,S1,10,0.949874443
49,Laki-laki,PNS,Bandung,7931040.01,1,0,48.46253885,154.4076433,Merpati,0,SMA,5,0.594955632
35,Perempuan,Freelance,Denpasar,13165336.73,1,0,51.16023632,157.4986717,Moonsilk,0,S1,1,0.178255922
34,Laki-laki,Pegawai swasta,Mataram,9521906.208,1,0,57.099378,170.2203416,Moonsilk,0,S1,8,0.454656836
28,Laki-laki,PNS,Samarinda,3856038.718,1,0,47.45708484,180.1078291,Pantone,0,S1,2,0.380631328
10,Laki-laki,Pegawai swasta,Medan,8320502.882,0,0,58.38331582,158.7595304,Merpati,1,S1,6,0.394586011
51,Laki-laki,Pegawai swasta,Bengkulu,12913120.23,1,0,46.75847593,158.7779376,Pantone,1,SMA,10,0.862306542
27,Perempuan,Pegawai swasta,Jayapura,8903528.318,1,0,54.3249771,152.4357031,,0,SMA,10,0.464418781
50,Laki-laki,PNS,Mamuju,8822145.158,1,1,64.82220271,171.2975117,Moonsilk,0,SMA,5,0.837619005
37,Perempuan,PNS,Pangkalpinang,8893424.054,1,1,61.85580499,169.2317651,Deadbuoy,0,S1,8,0.698113117
37,Laki-laki,Pegawai swasta,Banda Lampung,14623574.11,1,1,61.47016979,155.7197618,Shoulder & Head,1,S1,3,0.688052925
36,Laki-laki,Pegawai swasta,Palembang,6474520.852,1,0,50.6561669,149.4071189,Merpati,0,S1,3,0.454145517
35,Laki-laki,Freelance,Kupang,6056964.674,1,0,81.72609439,172.5927924,Shoulder & Head,1,S2,4,0.342941002
36,Perempuan,Pengangguran,Denpasar,5228189.981,1,1,65.0055002,179.8819398,Pantone,1,S1,4,0.988777579
36,Laki-laki,PNS,Semarang,3075474.443,1,0,48.83626996,158.8255988,Shoulder & Head,1,S1,10,0.641020826
48,Laki-laki,Pegawai swasta,Padang,18617118.38,1,0,56.15800089,150.8001878,Pantone,1,SD,2,0.520847714
